ASDAGE,ASRREA,ASRLIT,ASRINF,ASRIIE,ASRRSI,ASBGSEC,ASBGSSB,ASBGSB,ASBGERL,ASBGDRL,ASBGSLR,ASBGSCR,ASBGHRL,ASBHSES,ASBHELA,ASBHENA,ASBHELN,ASBHELT,ASBHPCS,ASBHPLR,ACBG09,ACBG15,ACBG16,ACBGRRS,ACBGEAS,ACBGDAS,ACDGTIHY,ATBG01,ATBR01A,ATBR01B,ATBR02A,ATBR02B,ATBGEAS,ATBGSOS,ATBGTJS,ATBGSLI,ATDGLIHY,ATDGRIHY,ITSEX,ASRIBM,ASBG03,ASBG05A,ASBG05B,ASBG05E,ASBG05F,ASBG05G,ASBG05H,ASBG05I,ASBG06,ASBG07A,ASBG07B,ASBG08A,ASBG08B,ASBG10F,ASBR03A,ASBR03B,ASBR03C,ASBR04,ASBR05,ASDGSEC,ASDGSSB,ASDGSB,ASDGERL,ASDGDRL,ASDGSLR,ASDGSCR,ASDG05S,ASBH02A,ASBH02B,ASBH03A,ASBH03B,ASBH03C,ASBH03D,ASBH03E,ASBH03F,ASBH04,ASBH06,ASBH07F,ASBH09,ASBH14A,ASBH14B,ASBH14C,ASBH16,ASBH18AA,ASBH18AB,ASBH18BA,ASBH18BB,ASBH18CA,ASBH18CB,ASBH18DA,ASBH18DB,ASBH18EA,ASBH18EB,ASBH18FA,ASBH18FB,ASBH19,ASBH20A,ASBH20B,ASBH20C,ASBH21A,ASBH21B,ASBH21C,ASBH21D,ASBH22,ASDGHRL,ASDHSES,ASDHELA,ASDHENA,ASDHELN,ASDHELT,ASDHPCS,ASDHPLR,ASDHAPS,ASDHEDUP,ASDHOCCP,ACBG04,ACBG05A,ACBG05B,ACBG07A,ACBG07B,ACBG07C,ACBG08,ACBG13,ACBG14C,ACBG14D,ACBG14E,ACBG14F,ACBG14G,ACBG14H,ACBG14I,ACBG14J,ACBG14K,ACBG14L,ACBG14M,ACBG14N,ACBG17,ACBG18A,ACBG18B,ACBG18C,ACBG19,ACBG20,ACBG21A,ACBG21B,ACBG21C,ACBG21D,ACBG21E,ACBG21F,ACDGRRS,ACDGEAS,ACDGDAS,ACDGSBC,ATBG02,ATBG03,ATBG05AA,ATBG05AB,ATBG05AC,ATBG05AD,ATBG05BA,ATBG05BB,ATBG05BC,ATBG05BD,ATBG05BE,ATBG05BF,ATBG05BG,ATBG05BH,ATBG05BI,ATBG05BJ,ATBG05BK,ATBG06,ATBG07AA,ATBG07BA,ATBG07AB,ATBG07BB,ATBG07AC,ATBG07BC,ATBG07AD,ATBG07BD,ATBG07AE,ATBG07BE,ATBG07AF,ATBG07BF,ATBG07AG,ATBG07BG,ATBG08A,ATBG08B,ATBG08C,ATBG08D,ATBG08E,ATBG09A,ATBG09B,ATBG09C,ATBG09D,ATBR06A,ATBR06B,ATBR06C,ATBR06D,ATBR06E,ATBR07AA,ATBR07AB,ATBR07AC,ATBR07AD,ATBR07BA,ATBR07BB,ATBR07BC,ATBR07BD,ATBR08A,ATBR08B,ATBR08C,ATBR08D,ATBR08E,ATBR08F,ATBR08G,ATBR08H,ATBR09A,ATBR09B,ATBR09C,ATBR09D,ATBR09E,ATBR09F,ATBR09G,ATBR09H,ATBR09I,ATBR10A,ATBR10B,ATBR10C,ATBR10D,ATBR10E,ATBR10F,ATBR10G,ATBR10H,ATBR10I,ATBR10J,ATBR10K,ATBR10L,ATBR11A,ATBR11B,ATBR11C,ATBR11D,ATBR11E,ATBR12A,ATBR12BA,ATBR12BB,ATBR12BC,ATBR12C,ATBR12DA,ATBR12DB,ATBR12DC,ATBR12EA,ATBR12EB,ATBR12EC,ATBR12ED,ATBR12EE,ATBR13A,ATBR13B,ATBR13C,ATBR13D,ATBR13E,ATBR14,ATBR15,ATBR16,ATBR17A,ATBR17B,ATBR17C,ATBR18A,ATBR18B,ATBR18C,ATBR18D,ATBR18E,ATBR19,ATDGEAS,ATDGSOS,ATDGTJS,ATDGSLI
10.42,458.698662,439.142636,458.61624599999993,436.36355,412.91711,6.93942,9.82079,10.965,9.1701,8.31437,8.58785,9.0457,7.74295,7.488229999999999,10.26741,10.50035,10.3576,10.445390000000002,10.83953,9.58447,28.0,12.0,3.0000000000000004,10.22454,10.68733,12.9615,826.6666700000001,11.0,25.0,25.0,0.0,3.0,7.0062,10.96579,11.82034,10.90415,148.14815,59.25925999999998,2,2,1,2,2,2,2,2,2,2,5,4,4,1,1,4,1,2,1,4,1,3,1,1,2,2,2,2,2,1,1,1,2,1,2,2,2,3,3,2,2,1,2,1,2,1,1,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,3,2,2,2,2,1,2,3,3,7,5,4,4,1,2,1,2,4,1,1,1,1,1,1,2,3,2,2,2,3,3,1,1,2,1,1,1,1,1,1,1,1,2,2,1,1,1,3,1,2,1,2,3,3,3,3,3,3,2,2,2,1,2,2,1,1,1,2,1,1,2,2,1,2,2,2,2,1,1,2,1,2,3,1,3,2,1,1,4,4,1,1,1,1,4,3,2,4,2,3,2,2,1,2,2,1,2,4,3,3,3,1,1,4,3,1,3,1,1,1,2,3,3,1,4,1,2,4,4,3,1,2,4,1,1,2,2,1,4,3,3,3,4,4,4,4,4,1,4,3,1,1,2,1,1,3,3,3,1,1,2,2,3,5,3,1,1,1
10.25,504.866584,536.849282,512.95968,501.2990219999999,499.14676800000007,9.00789,9.82079,12.567489999999998,8.05152,8.31437,8.96826,9.399640000000002,9.29058,8.92588,12.02203,13.55109,12.64473,9.422330000000002,7.91212,6.9618,28.0,12.0,3.0000000000000004,10.22454,10.68733,12.9615,826.6666700000001,11.0,25.0,25.0,0.0,3.0,7.0062,10.96579,11.82034,10.90415,148.14815,59.25925999999998,2,3,1,2,2,1,2,1,2,2,5,3,4,2,3,1,1,1,4,3,1,2,1,1,2,2,2,2,2,1,1,1,2,2,2,2,2,1,3,2,2,1,1,1,2,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,1,1,1,3,2,3,4,3,2,5,4,4,1,2,1,2,4,1,1,1,1,1,1,2,3,2,2,2,3,3,1,1,2,1,1,1,1,1,1,1,1,2,2,1,1,1,3,1,2,1,2,3,3,3,3,3,3,2,2,2,1,2,2,1,1,1,2,1,1,2,2,1,2,2,2,2,1,1,2,1,2,3,1,3,2,1,1,4,4,1,1,1,1,4,3,2,4,2,3,2,2,1,2,2,1,2,4,3,3,3,1,1,4,3,1,3,1,1,1,2,3,3,1,4,1,2,4,4,3,1,2,4,1,1,2,2,1,4,3,3,3,4,4,4,4,4,1,4,3,1,1,2,1,1,3,3,3,1,1,2,2,3,5,3,1,1,1
9.67,641.81059,631.6977880000001,616.7833919999999,664.7605619999999,671.0931860000001,9.00789,9.82079,12.567489999999998,10.66007,5.92238,10.83607,13.45388,11.74392,6.714969999999999,6.686340000000001,6.649019999999999,6.533990000000001,10.801940000000002,12.13203,6.72098,28.0,12.0,3.0000000000000004,10.22454,10.68733,12.9615,826.6666700000001,11.0,25.0,25.0,0.0,3.0,7.0062,10.96579,11.82034,10.90415,148.14815,59.25925999999998,2,5,3,2,1,1,2,2,2,1,5,4,4,2,2,1,2,1,3,1,2,2,1,1,1,3,1,1,3,1,1,1,2,2,2,2,2,2,3,1,1,2,1,1,5,1,1,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,3,3,3,2,3,3,2,1,3,4,4,4,5,4,4,1,2,1,2,4,1,1,1,1,1,1,2,3,2,2,2,3,3,1,1,2,1,1,1,1,1,1,1,1,2,2,1,1,1,3,1,2,1,2,3,3,3,3,3,3,2,2,2,1,2,2,1,1,1,2,1,1,2,2,1,2,2,2,2,1,1,2,1,2,3,1,3,2,1,1,4,4,1,1,1,1,4,3,2,4,2,3,2,2,1,2,2,1,2,4,3,3,3,1,1,4,3,1,3,1,1,1,2,3,3,1,4,1,2,4,4,3,1,2,4,1,1,2,2,1,4,3,3,3,4,4,4,4,4,1,4,3,1,1,2,1,1,3,3,3,1,1,2,2,3,5,3,1,1,1
9.92,526.686426,570.985396,536.3083640000001,557.482556,520.0752319999999,8.77882,8.23773,12.567489999999998,13.33453,8.31437,10.14141,7.532170000000001,12.29825,14.5106,10.77067,12.25036,11.47732,9.0796,7.91212,10.47786,28.0,12.0,3.0000000000000004,10.22454,10.68733,12.9615,826.6666700000001,11.0,25.0,25.0,0.0,3.0,7.0062,10.96579,11.82034,10.90415,148.14815,59.25925999999998,1,3,1,1,2,2,2,2,1,2,4,4,4,2,3,1,1,1,4,3,3,2,2,1,1,2,2,3,2,1,1,1,1,1,1,1,2,2,2,2,3,1,1,1,6,1,1,1,1,1,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,3,1,1,1,1,1,3,2,1,3,1,1,5,4,4,1,2,1,2,4,1,1,1,1,1,1,2,3,2,2,2,3,3,1,1,2,1,1,1,1,1,1,1,1,2,2,1,1,1,3,1,2,1,2,3,3,3,3,3,3,2,2,2,1,2,2,1,1,1,2,1,1,2,2,1,2,2,2,2,1,1,2,1,2,3,1,3,2,1,1,4,4,1,1,1,1,4,3,2,4,2,3,2,2,1,2,2,1,2,4,3,3,3,1,1,4,3,1,3,1,1,1,2,3,3,1,4,1,2,4,4,3,1,2,4,1,1,2,2,1,4,3,3,3,4,4,4,4,4,1,4,3,1,1,2,1,1,3,3,3,1,1,2,2,3,5,3,1,1,1
9.75,451.5604880000001,465.6213159999999,509.553456,459.9725020000001,430.991396,8.55821,9.82079,9.85265,10.66007,5.92238,10.14141,9.0457,8.54792,8.92588,7.16522,6.649019999999999,6.78757,8.36153,12.13203,8.2504,28.0,12.0,3.0000000000000004,10.22454,10.68733,12.9615,826.6666700000001,11.0,25.0,25.0,0.0,3.0,7.0062,10.96579,11.82034,10.90415,148.14815,59.25925999999998,1,2,1,2,1,2,2,1,2,1,5,4,3,2,1,1,1,1,1,2,1,2,1,1,1,3,2,2,1,1,1,1,2,1,2,2,2,1,3,2,2,1,1,1,5,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,3,2,3,1,2,3,3,1,5,4,4,1,2,1,2,4,1,1,1,1,1,1,2,3,2,2,2,3,3,1,1,2,1,1,1,1,1,1,1,1,2,2,1,1,1,3,1,2,1,2,3,3,3,3,3,3,2,2,2,1,2,2,1,1,1,2,1,1,2,2,1,2,2,2,2,1,1,2,1,2,3,1,3,2,1,1,4,4,1,1,1,1,4,3,2,4,2,3,2,2,1,2,2,1,2,4,3,3,3,1,1,4,3,1,3,1,1,1,2,3,3,1,4,1,2,4,4,3,1,2,4,1,1,2,2,1,4,3,3,3,4,4,4,4,4,1,4,3,1,1,2,1,1,3,3,3,1,1,2,2,3,5,3,1,1,1
10.33,676.66988,651.7272740000001,666.68519,654.8010099999999,684.81177,9.79644,6.93638,8.49098,7.63232,5.92238,8.04592,9.8041,11.28642,10.72985,10.26741,10.9917,10.61066,11.18387,7.91212,7.8339,90.0,5.0,5.0,6.42218,9.72437,8.73047,773.33333,20.0,29.0,29.0,3.0,0.0,7.93892,7.526649999999999,11.01744,9.1022,266.66667,100.0,2,5,3,2,1,2,2,2,2,2,5,1,4,1,1,1,3,2,4,1,1,2,3,2,2,3,3,2,3,1,1,1,1,2,2,1,2,2,2,1,3,1,1,1,6,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,1,1,2,2,3,4,1,2,2,2,2,1,2,1,1,2,1,2,3,3,4,4,4,4,4,4,5,5,3,2,1,2,1,3,2,2,2,2,2,2,3,2,2,2,2,4,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,2,1,2,2,3,1,2,2,3,1,2,1,1,2,2,3,2,3,2,1,1,4,1,4,3,2,2,4,4,3,2,3,3,4,4,2,2,2,2,2,3,3,3,2,2,2,3,2,2,4,3,3,3,3,3,3,2,3,2,2,4,3,3,2,2,3,4,1,2,2,1,2,2,2,2,3,3,2,3,2,1,4,2,4,2,1,1,1,3,3,3,2,1,2,2,3,2,3,2,1,2
10.000000000000002,570.765306,543.1709760000001,557.247372,572.2185499999999,559.8746560000001,8.34208,7.55475,8.58725,7.440709999999999,10.98651,8.22519,8.688280000000002,11.28642,11.17158,8.05673,10.9917,9.2165,9.0796,8.46496,9.8488,90.0,5.0,5.0,6.42218,9.72437,8.73047,773.33333,20.0,29.0,29.0,3.0,0.0,7.93892,7.526649999999999,11.01744,9.1022,266.66667,100.0,2,4,1,1,1,1,2,2,1,1,5,3,2,1,2,1,4,3,4,3,1,3,2,2,2,2,3,2,3,1,1,2,2,2,2,2,2,1,3,1,2,1,1,1,5,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,1,2,1,1,3,2,2,4,1,2,2,2,2,1,2,1,1,2,1,2,3,3,4,4,4,4,4,4,5,5,3,2,1,2,1,3,2,2,2,2,2,2,3,2,2,2,2,4,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,2,1,2,2,3,1,2,2,3,1,2,1,1,2,2,3,2,3,2,1,1,4,1,4,3,2,2,4,4,3,2,3,3,4,4,2,2,2,2,2,3,3,3,2,2,2,3,2,2,4,3,3,3,3,3,3,2,3,2,2,4,3,3,2,2,3,4,1,2,2,1,2,2,2,2,3,3,2,3,2,1,4,2,4,2,1,1,1,3,3,3,2,1,2,2,3,2,3,2,1,2
9.92,610.61697,631.880502,656.5622839999999,614.333374,640.5781199999999,7.453760000000001,8.64972,8.33331,11.54818,8.31437,10.14141,9.399640000000002,12.29825,14.5106,10.77067,11.55635,11.16498,10.801940000000002,7.35062,10.8815,90.0,5.0,5.0,6.42218,9.72437,8.73047,773.33333,20.0,29.0,29.0,3.0,0.0,7.93892,7.526649999999999,11.01744,9.1022,266.66667,100.0,2,4,1,2,1,2,1,1,2,2,5,4,4,2,2,1,2,2,3,3,1,3,2,2,1,2,2,2,2,1,1,1,2,2,2,1,2,1,2,2,4,1,1,1,6,1,1,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,2,1,2,1,1,1,1,1,2,2,1,3,1,1,2,2,2,1,2,1,1,2,1,2,3,3,4,4,4,4,4,4,5,5,3,2,1,2,1,3,2,2,2,2,2,2,3,2,2,2,2,4,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,2,1,2,2,3,1,2,2,3,1,2,1,1,2,2,3,2,3,2,1,1,4,1,4,3,2,2,4,4,3,2,3,3,4,4,2,2,2,2,2,3,3,3,2,2,2,3,2,2,4,3,3,3,3,3,3,2,3,2,2,4,3,3,2,2,3,4,1,2,2,1,2,2,2,2,3,3,2,3,2,1,4,2,4,2,1,1,1,3,3,3,2,1,2,2,3,2,3,2,1,2
9.83,495.649014,536.7817940000001,517.4937299999999,516.1683300000001,532.640718,8.34208,9.15299,12.567489999999998,7.63232,8.6804,7.68295,8.1368,8.08848,7.92896,10.77067,10.04897,10.3576,10.445390000000002,9.52493,10.8815,90.0,5.0,5.0,6.42218,9.72437,8.73047,773.33333,20.0,29.0,29.0,3.0,0.0,7.93892,7.526649999999999,11.01744,9.1022,266.66667,100.0,2,3,1,1,1,1,1,1,2,2,5,1,4,1,1,1,4,4,1,3,1,3,2,1,2,2,3,3,2,1,1,1,1,2,2,2,2,1,3,1,4,1,1,1,5,1,1,2,1,2,2,2,2,2,2,2,2,1,1,1,2,1,2,2,1,2,2,3,1,2,2,2,1,1,3,3,2,2,2,2,1,2,1,1,2,1,2,3,3,4,4,4,4,4,4,5,5,3,2,1,2,1,3,2,2,2,2,2,2,3,2,2,2,2,4,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,2,1,2,2,3,1,2,2,3,1,2,1,1,2,2,3,2,3,2,1,1,4,1,4,3,2,2,4,4,3,2,3,3,4,4,2,2,2,2,2,3,3,3,2,2,2,3,2,2,4,3,3,3,3,3,3,2,3,2,2,4,3,3,2,2,3,4,1,2,2,1,2,2,2,2,3,3,2,3,2,1,4,2,4,2,1,1,1,3,3,3,2,1,2,2,3,2,3,2,1,2
9.75,477.66146399999997,462.37960400000003,501.15671199999997,481.57379800000007,471.23810000000003,9.79644,10.82106,9.528710000000002,11.54818,9.30655,7.097489999999999,5.95198,8.86696,8.89752,8.91792,8.81024,8.78784,10.445390000000002,10.10603,9.10865,90.0,5.0,5.0,6.42218,9.72437,8.73047,773.33333,20.0,29.0,29.0,3.0,0.0,7.93892,7.526649999999999,11.01744,9.1022,266.66667,100.0,2,3,1,2,1,2,1,1,2,1,3,3,3,2,2,1,3,4,2,4,2,2,1,1,1,2,3,3,3,1,1,1,2,2,2,2,2,2,2,2,4,1,1,1,5,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,1,2,3,3,7,2,2,2,1,2,1,1,2,1,2,3,3,4,4,4,4,4,4,5,5,3,2,1,2,1,3,2,2,2,2,2,2,3,2,2,2,2,4,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,2,1,2,2,3,1,2,2,3,1,2,1,1,2,2,3,2,3,2,1,1,4,1,4,3,2,2,4,4,3,2,3,3,4,4,2,2,2,2,2,3,3,3,2,2,2,3,2,2,4,3,3,3,3,3,3,2,3,2,2,4,3,3,2,2,3,4,1,2,2,1,2,2,2,2,3,3,2,3,2,1,4,2,4,2,1,1,1,3,3,3,2,1,2,2,3,2,3,2,1,2
10.5,610.3969380000001,617.65912,629.90644,645.832452,633.086974,10.97885,10.82106,8.65929,13.33453,10.98651,11.92201,13.45388,10.63679,12.19187,12.95777,12.25036,12.69565,13.91988,10.83953,10.8815,90.0,5.0,5.0,6.42218,9.72437,8.73047,773.33333,20.0,29.0,29.0,3.0,0.0,7.93892,7.526649999999999,11.01744,9.1022,266.66667,100.0,1,4,2,1,1,2,2,2,1,2,5,4,4,2,2,1,1,1,3,1,4,1,1,2,1,2,1,1,2,1,1,1,2,1,2,2,2,1,4,1,2,1,1,1,5,1,1,2,1,1,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,3,2,1,1,1,1,1,1,1,4,1,1,2,2,2,1,2,1,1,2,1,2,3,3,4,4,4,4,4,4,5,5,3,2,1,2,1,3,2,2,2,2,2,2,3,2,2,2,2,4,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,2,1,2,2,3,1,2,2,3,1,2,1,1,2,2,3,2,3,2,1,1,4,1,4,3,2,2,4,4,3,2,3,3,4,4,2,2,2,2,2,3,3,3,2,2,2,3,2,2,4,3,3,3,3,3,3,2,3,2,2,4,3,3,2,2,3,4,1,2,2,1,2,2,2,2,3,3,2,3,2,1,4,2,4,2,1,1,1,3,3,3,2,1,2,2,3,2,3,2,1,2
10.33,610.9595539999999,582.618404,594.234882,577.9845379999999,577.346974,11.61875,10.82106,10.965,13.33453,15.04369,14.87956,13.45388,11.28642,11.17158,10.26741,11.55635,10.87826,13.91988,7.91212,8.04235,90.0,5.0,5.0,6.42218,9.72437,8.73047,773.33333,20.0,29.0,29.0,3.0,0.0,7.93892,7.526649999999999,11.01744,9.1022,266.66667,100.0,1,4,1,1,1,2,2,2,1,1,5,3,4,3,2,1,1,1,2,2,4,1,1,1,1,1,1,1,2,1,1,1,2,2,2,2,2,1,3,1,2,1,1,1,5,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,1,2,1,1,1,2,3,4,2,1,2,2,2,1,2,1,1,2,1,2,3,3,4,4,4,4,4,4,5,5,3,2,1,2,1,3,2,2,2,2,2,2,3,2,2,2,2,4,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,2,1,2,2,3,1,2,2,3,1,2,1,1,2,2,3,2,3,2,1,1,4,1,4,3,2,2,4,4,3,2,3,3,4,4,2,2,2,2,2,3,3,3,2,2,2,3,2,2,4,3,3,3,3,3,3,2,3,2,2,4,3,3,2,2,3,4,1,2,2,1,2,2,2,2,3,3,2,3,2,1,4,2,4,2,1,1,1,3,3,3,2,1,2,2,3,2,3,2,1,2
10.25,422.612292,401.908696,429.19541,396.232584,411.67959,8.77882,10.82106,9.03816,13.33453,10.21804,10.45984,8.1368,8.08848,7.22491,6.169950000000001,8.81024,7.49173,8.36153,8.994789999999998,5.47972,90.0,5.0,5.0,6.42218,9.72437,8.73047,773.33333,20.0,29.0,29.0,3.0,0.0,7.93892,7.526649999999999,11.01744,9.1022,266.66667,100.0,1,2,3,1,1,1,2,1,2,2,5,3,3,1,2,1,3,4,2,3,1,2,1,2,1,2,1,3,3,1,1,1,1,2,2,2,2,3,3,3,1,2,2,1,5,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,3,3,2,2,3,2,3,1,3,4,2,2,2,1,2,1,1,2,1,2,3,3,4,4,4,4,4,4,5,5,3,2,1,2,1,3,2,2,2,2,2,2,3,2,2,2,2,4,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,2,1,2,2,3,1,2,2,3,1,2,1,1,2,2,3,2,3,2,1,1,4,1,4,3,2,2,4,4,3,2,3,3,4,4,2,2,2,2,2,3,3,3,2,2,2,3,2,2,4,3,3,3,3,3,3,2,3,2,2,4,3,3,2,2,3,4,1,2,2,1,2,2,2,2,3,3,2,3,2,1,4,2,4,2,1,1,1,3,3,3,2,1,2,2,3,2,3,2,1,2
10.17,533.3455160000001,538.0523519999999,515.003762,522.0744,518.047202,12.60945,9.82079,10.01514,13.33453,9.30655,10.45984,7.19857,7.542070000000001,6.33435,9.35253,12.25036,10.61066,12.79881,12.13203,10.14182,90.0,5.0,5.0,6.42218,9.72437,8.73047,773.33333,20.0,29.0,29.0,3.0,0.0,7.93892,7.526649999999999,11.01744,9.1022,266.66667,100.0,1,3,1,1,1,2,1,1,2,1,1,4,3,2,3,1,2,3,2,2,1,1,1,1,1,2,1,1,3,1,1,1,1,2,2,1,2,1,3,1,4,1,1,1,5,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,2,1,1,1,1,2,3,5,2,2,2,2,1,2,1,1,2,1,2,3,3,4,4,4,4,4,4,5,5,3,2,1,2,1,3,2,2,2,2,2,2,3,2,2,2,2,4,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,2,1,2,2,3,1,2,2,3,1,2,1,1,2,2,3,2,3,2,1,1,4,1,4,3,2,2,4,4,3,2,3,3,4,4,2,2,2,2,2,3,3,3,2,2,2,3,2,2,4,3,3,3,3,3,3,2,3,2,2,4,3,3,2,2,3,4,1,2,2,1,2,2,2,2,3,3,2,3,2,1,4,2,4,2,1,1,1,3,3,3,2,1,2,2,3,2,3,2,1,2
10.000000000000002,643.7288960000001,618.157632,646.632014,638.8564560000001,651.0308980000001,10.97885,12.852619999999998,12.567489999999998,13.33453,10.98651,14.87956,13.45388,14.50919,14.5106,14.774559999999997,12.25036,13.29912,11.61328,8.46496,9.8488,90.0,5.0,5.0,6.42218,9.72437,8.73047,773.33333,20.0,29.0,29.0,3.0,0.0,7.93892,7.526649999999999,11.01744,9.1022,266.66667,100.0,1,5,3,1,1,1,2,2,1,1,5,4,4,2,2,1,1,1,2,1,3,1,1,1,1,2,1,1,3,1,1,1,1,2,2,2,2,2,2,1,4,1,1,1,6,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,1,1,1,1,1,1,2,2,4,1,1,2,2,2,1,2,1,1,2,1,2,3,3,4,4,4,4,4,4,5,5,3,2,1,2,1,3,2,2,2,2,2,2,3,2,2,2,2,4,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,2,1,2,2,3,1,2,2,3,1,2,1,1,2,2,3,2,3,2,1,1,4,1,4,3,2,2,4,4,3,2,3,3,4,4,2,2,2,2,2,3,3,3,2,2,2,3,2,2,4,3,3,3,3,3,3,2,3,2,2,4,3,3,2,2,3,4,1,2,2,1,2,2,2,2,3,3,2,3,2,1,4,2,4,2,1,1,1,3,3,3,2,1,2,2,3,2,3,2,1,2
9.83,514.824046,525.222974,551.62707,555.649136,509.853794,10.50352,12.852619999999998,8.65929,13.33453,7.23115,11.92201,9.0457,10.22238,10.34719,11.33758,10.04897,10.61066,13.91988,12.13203,9.58447,90.0,5.0,5.0,6.42218,9.72437,8.73047,773.33333,20.0,29.0,29.0,3.0,0.0,7.93892,7.526649999999999,11.01744,9.1022,266.66667,100.0,1,3,3,1,1,1,2,2,2,2,5,3,4,2,1,1,2,2,4,2,1,1,1,2,1,3,1,2,1,2,1,1,1,2,2,1,2,2,2,1,2,1,1,1,5,1,1,1,1,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,3,2,2,1,2,1,1,1,2,3,1,1,2,2,2,1,2,1,1,2,1,2,3,3,4,4,4,4,4,4,5,5,3,2,1,2,1,3,2,2,2,2,2,2,3,2,2,2,2,4,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,2,1,2,2,3,1,2,2,3,1,2,1,1,2,2,3,2,3,2,1,1,4,1,4,3,2,2,4,4,3,2,3,3,4,4,2,2,2,2,2,3,3,3,2,2,2,3,2,2,4,3,3,3,3,3,3,2,3,2,2,4,3,3,2,2,3,4,1,2,2,1,2,2,2,2,3,3,2,3,2,1,4,2,4,2,1,1,1,3,3,3,2,1,2,2,3,2,3,2,1,2
10.5,667.765302,633.973776,658.420482,630.9573200000001,651.213022,12.60945,9.82079,12.567489999999998,13.33453,15.04369,10.83607,13.45388,14.50919,14.5106,10.77067,10.04897,10.3576,12.79881,7.91212,9.8488,185.0,5.0,5.0,11.30655,10.68733,12.9615,585.73333,13.0,23.000000000000004,23.000000000000004,4.0,4.0,10.35049,12.35702,13.241339999999997,2.7955,198.07407000000003,141.48148,2,5,2,2,1,2,2,2,1,1,5,4,4,1,1,1,1,1,3,1,4,1,1,1,1,1,1,1,3,1,1,1,2,2,2,1,2,2,3,1,4,1,1,1,6,1,1,1,1,2,2,2,2,1,1,2,1,2,2,2,2,2,2,2,2,3,1,1,1,2,2,1,2,2,4,1,1,2,2,2,1,2,1,2,3,1,1,2,2,2,3,3,4,4,4,5,5,3,2,1,2,1,1,1,1,2,1,1,2,1,2,1,2,1,4,1,2,2,2,3,3,3,3,3,3,3,2,3,3,3,1,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,1,1,1,1,3,3,3,3,2,3,2,2,2,2,3,3,3,1,2,1,2,1,1,1,2,2,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,3,3,1,3,3,3,4,4,1,4,4,1,2,1,3,3,1,1,1,1,1,1,1,1,2,2,1,1,3
